what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415076684883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415076714937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415076734829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415076748074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415076751303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415076751773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415076752559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415076833281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415076869077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415076871314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415076920092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415076923406
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1415076923422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415076925988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415076964917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415076975387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415076992575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415076993844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415076994148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077035635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077045902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415077055348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1415077062177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415077064288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415077064588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077067836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077083122
activated,view,org.python.pydev,3.8.0.201409251235,"org.python.pydev.navigator.view",1415077087017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077096127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077097604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077102082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077114557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077125504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077134493
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1415077138150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415077142077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077142950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077144034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077149630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415077162693
